year,month,gov_gop,sen_gop,rep_gop,gov_dem,sen_dem,rep_dem,president
2004,December,29,51,229,23,48,205,gop
2005,January,28,54,232,22,45,201,gop
2005,February,28,54,232,22,45,201,gop
2005,March,28,54,232,22,45,202,gop
2005,April,28,54,232,22,45,202,gop
2005,May,28,54,231,22,45,202,gop
2005,June,28,54,231,22,45,202,gop
2005,July,28,54,231,22,45,202,gop
2005,August,28,54,231,22,45,202,gop
2005,September,28,54,232,22,45,202,gop
2005,October,28,54,232,22,45,202,gop
2005,November,28,54,232,22,45,202,gop
2005,December,28,54,232,22,45,202,gop
2006,January,28,54,231,22,45,201,gop
2006,February,28,54,231,22,45,201,gop
2006,March,28,54,231,22,45,201,gop
2006,April,28,54,231,22,45,201,gop
2006,May,28,54,231,22,45,201,gop
2006,June,28,54,231,22,45,201,gop
2006,July,28,54,231,22,45,201,gop
2006,August,28,54,231,22,45,201,gop
2006,September,28,54,231,22,45,201,gop
2006,October,28,54,231,22,45,201,gop
2006,November,28,54,232,22,45,202,gop
2006,December,28,54,232,22,45,202,gop
2007,January,22,48,201,28,50,233,gop
2007,February,22,48,201,28,50,233,gop
2007,March,22,48,201,28,50,233,gop
2007,April,22,48,201,28,50,233,gop
2007,May,22,48,201,28,50,232,gop
2007,June,22,47,201,28,50,232,gop
2007,July,22,48,201,28,50,232,gop
2007,August,22,48,202,28,50,232,gop
2007,September,22,48,202,28,50,233,gop
2007,October,22,48,202,28,50,233,gop
2007,November,22,48,202,28,50,234,gop
2007,December,22,48,202,28,50,234,gop
2008,January,22,48,198,28,50,231,gop
2008,February,22,48,198,28,50,231,gop
2008,March,22,48,198,28,50,233,gop
2008,April,22,48,198,28,50,234,gop
2008,May,22,48,199,28,50,235,gop
2008,June,22,48,199,28,50,235,gop
2008,July,22,48,199,28,50,236,gop
2008,August,22,48,199,28,50,236,gop
2008,September,22,48,199,28,50,236,gop
2008,October,22,48,199,28,50,236,gop
2008,November,22,48,199,28,50,236,gop
2008,December,22,48,199,28,50,236,gop
2009,January,22,40,179,28,57,254,dem
2009,February,22,40,179,28,57,254,dem
2009,March,22,40,179,28,57,253,dem
2009,April,22,40,179,28,57,254,dem
2009,May,22,40,179,28,57,255,dem
2009,June,22,40,179,28,57,255,dem
2009,July,22,40,179,28,58,254,dem
2009,August,24,40,179,28,58,255,dem
2009,September,24,41,179,28,58,255,dem
2009,October,24,41,179,28,59,255,dem
2009,November,24,41,179,28,59,257,dem
2009,December,24,41,179,28,59,257,dem
2010,January,24,41,178,26,57,255,dem
2010,February,24,41,178,26,57,255,dem
2010,March,24,41,178,26,57,253,dem
2010,April,24,41,177,26,57,254,dem
2010,May,24,41,177,26,57,254,dem
2010,June,24,41,178,26,57,255,dem
2010,July,24,41,178,26,56,255,dem
2010,August,24,41,178,26,57,255,dem
2010,September,24,41,178,26,57,255,dem
2010,October,24,41,178,26,57,255,dem
2010,November,24,41,178,27,59,255,dem
2010,December,24,41,178,27,59,255,dem
2011,January,29,47,241,21,51,193,dem
2011,February,29,47,241,21,51,193,dem
2011,March,29,47,241,21,51,192,dem
2011,April,29,47,241,21,51,192,dem
2011,May,29,47,240,21,51,192,dem
2011,June,29,47,240,21,51,193,dem
2011,July,29,47,240,21,51,192,dem
2011,August,29,47,240,21,51,193,dem
2011,September,29,47,242,21,51,193,dem
2011,October,29,47,242,21,51,193,dem
2011,November,29,47,242,21,51,193,dem
2011,December,29,47,242,21,51,193,dem
2012,January,29,47,242,21,51,192,dem
2012,February,29,47,242,21,51,192,dem
2012,March,29,47,242,21,51,191,dem
2012,April,29,47,242,21,51,190,dem
2012,May,29,47,242,21,51,190,dem
2012,June,29,47,242,21,51,191,dem
2012,July,29,47,242,21,51,191,dem
2012,August,29,47,242,21,51,191,dem
2012,September,29,47,242,21,51,191,dem
2012,October,29,47,242,21,51,191,dem
2012,November,29,47,243,21,51,194,dem
2012,December,29,47,243,21,51,194,dem
2013,January,30,45,232,20,53,200,dem
2013,February,30,45,232,20,53,200,dem
2013,March,30,45,232,20,53,200,dem
2013,April,30,45,232,20,53,201,dem
2013,May,30,45,233,20,53,201,dem
2013,June,30,46,234,20,52,201,dem
2013,July,30,46,234,20,52,201,dem
2013,August,30,46,234,20,53,201,dem
2013,September,30,46,234,20,53,201,dem
2013,October,30,46,234,20,53,201,dem
2013,November,30,46,234,20,54,201,dem
2013,December,30,46,234,20,54,201,dem
2014,January,29,45,232,21,53,200,dem
2014,February,29,45,232,21,53,200,dem
2014,March,29,45,233,21,53,199,dem
2014,April,29,45,233,21,53,199,dem
2014,May,29,45,233,21,53,199,dem
2014,June,29,45,233,21,53,199,dem
2014,July,29,45,234,21,53,199,dem
2014,August,29,45,234,21,53,199,dem
2014,September,29,45,234,21,53,199,dem
2014,October,29,45,234,21,53,199,dem
2014,November,29,45,235,21,53,201,dem
2014,December,29,45,235,21,53,201,dem
2015,January,31,54,245,18,44,188,dem
2015,February,31,54,245,18,44,188,dem
2015,March,31,54,245,18,44,188,dem
2015,April,31,54,244,18,44,188,dem
2015,May,31,54,245,18,44,188,dem
2015,June,31,54,246,18,44,188,dem
